address_id,polling_place_county,polling_place_name,polling_place_address_full,polling_place_address_line_1,polling_place_address_city,polling_place_address_state,polling_place_address_zip,image_url,hours_advanced_polling,Latitude,Longitude,status,date_added,date_removed
4845 DALLAS HWY_POWDER SPRINGS GA_30127_4486,COBB,BOOTS WARD RECREATION CENTER,"4845 Dallas Hwy, Powder Springs Ga, 30127 4486",4845 Dallas Hwy,Powder Springs Ga,30127,4486,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4845%20Dallas%20Hwy%2C%20Powder%20Springs%2C%20GA%2030127/street_view/5aa3540216a4f77b326223e7efef1f96bb48d0f3bad18fc48eaa92cf1e8102b9.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9435617,-84.6922877,,04/25/2026,
2625 JOE JERKINS BLVD_AUSTELL_GA_30106,COBB,COLLAR PARK COMMUNITY CENTER,"2625 Joe Jerkins Blvd, Austell, GA 30106",2625 Joe Jerkins Blvd,Austell,GA,30106,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/2625%20JOE%20JERKINS%20BLVD%2C%20AUSTELL%2C%20GA%2C%2030106.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8142864,-84.6305434,,04/25/2026,
4400 LOWER ROSWELL RD_MARIETTA GA_30068_4233,COBB,EAST COBB GOVT SVC CENTER,"4400 Lower Roswell Rd, Marietta Ga, 30068 4233",4400 Lower Roswell Rd,Marietta Ga,30068,4233,https://storage.googleapis.com/movement_labs_public2/images/4400%20LOWER%20ROSWELL%20RD%2C%20MARIETTA%2C%20GA%2030068/60/polling_street.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9629517,-84.4229019,,04/25/2026,
1465 WEST BOOTH RD EXT_MARIETTA_GA_30008,COBB,FAIR OAKS RECREATION CENTER,"1465 West Booth Rd Ext, Marietta, GA 30008",1465 West Booth Rd Ext,Marietta,GA,30008,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1465%20W%20Booth%20Rd%20Ext%20SW%2C%20Marietta%2C%20GA%2030066/static_map/18f11ebb9cab801a1b9538a22e53c70d8dd4485cbbaf15ece94c10b4dacd72dc.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9176327,-84.5645972,,04/25/2026,
1275 CHURCH ST_SMYRNA_GA_30008,COBB,FIRST BAPTIST CHURCH OF SMYRNA,"1275 Church St, Smyrna, GA 30080",1275 Church St,Smyrna,GA,30008,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1275%20Church%20St%2C%20Smyrna%2C%20GA%2030080/street_view/8a743e11520d1fdbcb1ece82acc7e402bf229f8d7bc352bc2ac88810cacaeb57.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8823577,-84.5157826,,04/25/2026,
995 ROSWELL ST NE_MARIETTA_GA_30060,COBB,MAIN E D MANSOUR,"995 Roswell St Ne, Marietta, GA 30060",995 Roswell St Ne,Marietta,GA,30060,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_995%20ROSWELL%20ST%20NE_MARIETTA_GA_30060.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9518012,-84.5230381,,04/25/2026,
675 SMYRNA POWDER SPRINGS RD SW_MARIETTA_GA_30060,COBB,MILFORD RECREATION CENTER,"675 Smyrna Powder Springs Rd Sw, Marietta, GA 30060",675 Smyrna Powder Springs Rd Sw,Marietta,GA,30060,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/675%20Smyrna%20Powder%20Springs%20Rd%20SW%2C%20Marietta%2C%20GA%2030060/places_api/2965fe53c961ddcd3ac93f11b7e5f6d3175ad6328368e263e10c259c2249de30.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.879986,-84.5733319,,04/25/2026,
3900 S. MAIN STREET_ACWORTH_GA_30101,COBB,NORTH COBB SENIOR CENTER,"3900 S. Main Street, Acworth, GA 30101",3900 S. Main Street,Acworth,GA,30101,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/3900%20SOUTH%20MAIN%20ST%2C%20ACWORTH%2C%20GA%2030101.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.050601,-84.6577207,,04/25/2026,
3820 MACEDONIA RD_POWDER SPRINGS_GA_30127,COBB,RON ANDERSON REC. CENTER,"3820 Macedonia Rd, Powder Springs, GA 30127",3820 Macedonia Rd,Powder Springs,GA,30127,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/3820%20Macedonia%20Rd%2C%20Powder%20Springs%2C%20GA%2030127/street_view/cbeddb4fa28018537d38100e2b977a9075d5df9aede09dd96e2e602872898b11.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8765361,-84.6647373,,04/25/2026,
620 LIONS CLUB DRIVE_MABLETON_GA_30126,COBB,SOUTH COBB COMMUNITY CENTER,"620 Lions Club Drive, Mableton, GA 30126",620 Lions Club Drive,Mableton,GA,30126,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/620%20Lions%20Club%20Dr%2C%20Mableton%2C%20GA%2030126/street_view/5c0513080d3e5dafa864021576d817846be4ea602f74832f337870c5f6a807d7.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.818783,-84.5717947,,04/25/2026,
3332 SANDY PLAINS RD_MARIETTA_GA_30066,COBB,TIM D. LEE SENIOR CENTER,"3332 Sandy Plains Rd, Marietta, GA 30066",3332 Sandy Plains Rd,Marietta,GA,30066,https://storage.googleapis.com/movement_labs_public2/images/3332%20SANDY%20PLAINS%20RD%2C%20MARIETTA%2C%20GA%2030066/67/polling_street.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0314043,-84.4638515,,04/25/2026,
1750 DENNIS KEMP LN NW_KENNESAW_GA_30152,COBB,WEST COBB REGIONAL LIBRARY,"1750 Dennis Kemp Ln Nw, Kennesaw, GA 30152",1750 Dennis Kemp Ln Nw,Kennesaw,GA,30152,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1750%20Dennis%20Kemp%20Ln%20NW%2C%20Acworth%2C%20GA%2030101/street_view/ede215ee5461fee65cf4c8450546a7698b49a2842aff3e61da79ed4e35efd1aa.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9989837,-84.7021838,,04/25/2026,
"101 E CENTRAL AVE, RM 201_MOULTRIE_GA_31768",COLQUITT,COURTHOUSE ANNEX,"101 East Central Ave Rm 201, Moultrie, GA 31768","101 E Central Ave, Rm 201",Moultrie,GA,31768,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/101%20E%20Central%20Ave%20rm%20201%2C%20Moultrie%2C%20GA%2031768/places_api/25309d866e8478f6bd872b9b7e69c61e40e58ad2c1989f4967b2cfa63279d726.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),31.1802509,-83.7872064,,,
4395 RIVER WATCH PKWY_EVANS_GA_30809,COLUMBIA,CCBOE - SUPPORT COMPLEX,"4395 River Watch Parkway, Evans, GA 30809",4395 River Watch Pkwy,Evans,GA,30809,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4395%20River%20Watch%20Pkwy%2C%20Evans%2C%20GA%2030809/street_view/8b77d66b22a03eca7d3707dfbe217fdf3d90d492d9c59958bcd15e77340ba5e6.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.5324326,-82.1146035,,,
610 RONALD REAGAN DR G3_EVANS_GA_30809,COLUMBIA,"COLUMBIA COUNTY BOARD OF ELECTIONS, BUILDING G3","610 Ronald Reagan Drive, G3, Evans, GA 30809",610 Ronald Reagan Dr G3,Evans,GA,30809,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/610%20RONALD%20REAGAN%20DRIVE%2C%20EVANS%2C%20GA%2C%2030809.png,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.543347,-82.1358325,,,
5907 EUCHEE CREEK DR_GROVETOWN_GA_30813,COLUMBIA,THE FORMER EUCHEE CREEK LIBRARY,"5907 Euchee Creek Drive, Grovetown, GA 30813",5907 Euchee Creek Dr,Grovetown,GA,30813,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5907%20Euchee%20Creek%20Dr%2C%20Grovetown%2C%20GA%2030813/static_map/3542bf24682ec6d3c2cc383e26bdb4fc0b6fe8ef9db3fef637a263c1c26f95c1.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.4768522,-82.2656401,,,
1200 S HUTCHINSON AVE_ADEL_GA_31620,COOK,COOK COUNTY ADMINISTRATION BUILDING,"1200 South Hutchinson Avenue, Adel, GA 31620",1200 S Hutchinson Ave,Adel,GA,31620,https://storage.googleapis.com/movement_labs_public2/images/1200%20SOUTH%20HUTCHINSON%20AVENUE%2C%20ADEL%2C%20GA%2031620/74/polling_street.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.121121,-83.4168346,,,
65 LITERARY LN_NEWNAN_GA_30265,COWETA,EAST SIDE ADV. VOTING SITE AT CENTRAL COMPLEX,"65 Literary Lane, Newnan, GA 30265",65 Literary Ln,Newnan,GA,30265,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/65%20Literary%20Ln%2C%20Newnan%2C%20GA%2030265/street_view/c893fd0bb031c998856d8fdeaec93d909053ebd5867e4885bcbaaea59f8695a1.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.3857641,-84.6706671,,,
87 NEWNAN STATION DR_NEWNAN_GA_30265,COWETA,VOTER REGISTRATION OFFICE,"87 Newnan Station Drive, Newnan, GA 30265",87 Newnan Station Dr,Newnan,GA,30265,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/87%20NEWNAN%20STATION%20DRIVE%2C%20NEWNAN%2C%20GA%2C%2030265.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.3963644,-84.7348042,,,
"640 GA HWY 128, STE 124_ROBERTA_GA_31078",CRAWFORD,BOARD OF ELECTIONS,"640 Ga Hwy 128, Suite 124, Roberta, GA 31078","640 Ga Hwy 128, Ste 124",Roberta,GA,31078,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/640%20GA-128%20%23124%2C%20Roberta%2C%20GA%2031078/static_map/30948437eca1a7eb6ac0f58882d9ae9443aa0628d95438295fadc5c503540103.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.7145384,-84.0211213,,,
"110 W 13TH AVE, STE A_CORDELE_GA_31015",CRISP,GOVERNMENT CENTER ANNEX,"110 W 13Th Ave Suite A, Cordele, GA 31015","110 W 13th Ave, Ste A",Cordele,GA,31015,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/110%20W%2013th%20Ave%20a%2C%20Cordele%2C%20GA%2031015/street_view/0a65142b7c99a89672df4dcd0b130b262fa3bbe310b6ae1c5ece21297c4936c8.jpg,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),31.9671938,-83.78348,,,
96 ACADEMY AVE_DAWSONVILLE_GA_30534,DAWSON,DAWSON CO ELECT & REG OFFICE,"96 Academy Avenue, Dawsonville, GA 30534",96 Academy Ave,Dawsonville,GA,30534,https://storage.googleapis.com/movement_labs_public2/images/96%20ACADEMY%20AVENUE%2C%20DAWSONVILLE%2C%20GA%2030534/80/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.4201949,-84.1230189,,,
122 W WATER ST_BAINBRIDGE_GA_39817,DECATUR,COURTHOUSE ANNEX,"122 W. Water St, Bainbridge, GA 39817",122 W Water St,Bainbridge,GA,39817,https://storage.googleapis.com/movement_labs_public2/images/122%20W.%20WATER%20ST%2C%20BAINBRIDGE%2C%20GA%2039817/81/polling_street.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),30.9067067,-84.577141,,,
2201 YOUNG ROAD_STONE MOUNTAIN_GA_30088,DEKALB,BEREAN CHRISTIAN CHURCH,"2201 Young Road, Stone Mountain, GA 30088",2201 Young Road,Stone Mountain,GA,30088,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2201%20Young%20Rd%2C%20Stone%20Mountain%2C%20GA%2030088/places_api/d2794d7708a2651e881443217517fa373dacbca72a426ad21ac0d1b62d654aca.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7383688,-84.1715389,,04/25/2026,
2051 DELANO DRIVE NE_ATLANTA_GA_30317,DEKALB,BESSIE BRANHAM RECREATION CENTER,"2051 Delano Drive Ne, Atlanta, GA 30317",2051 Delano Drive Ne,Atlanta,GA,30317,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2051%20Delano%20Dr%20NE%2C%20Atlanta%2C%20GA%2030317/street_view/ba2e1b4ddc77cfe4d454dff1d08440c61bee19e46cfd50faada3faeb347c84de.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7549196,-84.3206357,,04/25/2026,
2340 CLIFTON SPRINGS RD_DECATUR_GA_30034,DEKALB,BEULAH MISSIONARY BAPTIST CHURCH,"2340 Clifton Springs Rd, Decatur, GA 30034",2340 Clifton Springs Rd,Decatur,GA,30034,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2340%20Clifton%20Springs%20Rd%2C%20Decatur%2C%20GA%2030034/street_view/7a8c01fd7c1f5b255793b5ae5398ba2c34ee428dcb2da0b5e0dbe29dda919908.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.697488,-84.2953524,,04/25/2026,
2235 BRIARWOOD WAY NE_BROOKHAVEN_GA_30319,DEKALB,BRIARWOOD RECREATION CENTER,"2235 Briarwood Way Ne, Brookhaven, GA 30319",2235 Briarwood Way Ne,Brookhaven,GA,30319,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2235%20Briarwood%20Way%20NE%2C%20Atlanta%2C%20GA%2030329/street_view/6e48567335a4cf69febf370c888ae0577cfaef17596094f8e7bc930fff2c5fab.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8505388,-84.3278963,,04/25/2026,
951 N INDIAN CREEK DR_CLARKSTON_GA_30021,DEKALB,CLARKSTON LIBRARY,"951 N Indian Creek Dr, Clarkston, GA 30021",951 N Indian Creek Dr,Clarkston,GA,30021,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/951%20N%20INDIAN%20CREEK%20DR%2C%20CLARKSTON%2C%20GA%2C%2030021.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8049802,-84.2387874,,04/25/2026,
4331 RIVER RD._ELLENWOOD_GA_30294,DEKALB,COUNTY LINE-ELLENWOOD LIBRARY,"4331 River Rd., Ellenwood, GA 30294",4331 River Rd.,Ellenwood,GA,30294,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/4331%20RIVER%20RD.%2C%20ELLENWOOD%2C%20GA%2C%2030294.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6550594,-84.2342792,,04/25/2026,
5339 CHAMBLEE DUNWOODY RD_DUNWOODY_GA_30338,DEKALB,DUNWOODY LIBRARY,"5339 Chamblee Dunwoody Rd, Dunwoody, GA 30338",5339 Chamblee Dunwoody Rd,Dunwoody,GA,30338,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5339%20CHAMBLEE%20DUNWOODY%20RD%2C%20DUNWOODY%2C%20GA%2C%2030338.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.944542,-84.33169,,04/25/2026,
1599 CLIFTON RD_ATLANTA_GA_30322,DEKALB,EMORY UNIVERSITY,"1599 Clifton Rd, Atlanta, GA 30322",1599 Clifton Rd,Atlanta,GA,30322,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1599%20Clifton%20Rd%20NE%2C%20Atlanta%2C%20GA%2030322/street_view/2f5eaf75c46579e0c6d6b1b6b1a416ef39e58eabdb2b27b44d9298279b81bd6a.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7997952,-84.3244225,,04/25/2026,
1879 GLENWOOD AVE_ATLANTA_GA_30316,DEKALB,GREATER PINEY GROVE BAPTIST,"1879 Glenwood Ave, Atlanta, GA 30316",1879 Glenwood Ave,Atlanta,GA,30316,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1879%20Glenwood%20Ave%20SE%2C%20Atlanta%2C%20GA%2030316/street_view/40baae258fb890c62cdef1a212a0146ca5ebc9ce2977446d555ab73365064da7.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7392979,-84.3255634,,04/25/2026,
4911 REDAN RD_STONE MOUNTAIN_GA_30088,DEKALB,HAIRSTON CROSSING LIBRARY,"4911 Redan Rd, Stone Mountain, GA 30088",4911 Redan Rd,Stone Mountain,GA,30088,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4911%20Redan%20Rd%2C%20Stone%20Mountain%2C%20GA%2030088/street_view/4c34937661fecc122d42fb80169e7a3249fc9af3e8ef6d3810a936ddb3c26009.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7589865,-84.1918079,,04/25/2026,
1812 COOLEDGE RD_TUCKER_GA_30084,DEKALB,LIVING GRACE LUTHERAN CHURCH,"1812 Cooledge Rd, Tucker, GA 30084",1812 Cooledge Rd,Tucker,GA,30084,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1812%20Cooledge%20Rd%2C%20Tucker%2C%20GA%2030084/street_view/2a7db42597ff58f60cee428eaeb876dadb06ff312bef522fc55b8f64628b3908.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8354222,-84.2380877,,04/25/2026,
4380 MEMORIAL DRIVE STE 500_DECATUR_GA_30032,DEKALB,MEMORIAL 1,"4380 Memorial Drive Ste 500, Decatur, GA 30032",4380 Memorial Drive Ste 500,Decatur,GA,30032,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4380%20Memorial%20Dr%20%23500%2C%20Decatur%2C%20GA%2030032/places_api/63d4c2104e11486475cbfa6f79ab73ad49179223a22504660b43e5c89fc8ce13.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7785079,-84.2449918,,04/25/2026,
1561 MCLENDON AVE NE_ATLANTA_GA_30307,DEKALB,NEIGHBORHOOD CHURCH,"1561 Mclendon Ave Ne, Atlanta, GA 30307",1561 Mclendon Ave Ne,Atlanta,GA,30307,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1561%20McLendon%20Ave%20NE%2C%20Atlanta%2C%20GA%2030307/street_view/56732b9d8d40c8166c016d9bf9253d380f06aa1280c472e8142035a408876eff.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7646319,-84.3366652,,04/25/2026,
8350 ROCKBRIDGE RD_LITHONIA_GA_30058,DEKALB,NEW BETHEL AME CHURCH,"8350 Rockbridge Rd, Lithonia, GA 30058",8350 Rockbridge Rd,Lithonia,GA,30058,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/8350%20Rockbridge%20Rd%2C%20Lithonia%2C%20GA%2030058/street_view/60d3efa6a52e3e64460e692839b577bd28c7baf8fc368fbf46c2e32e62a5e47b.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7728542,-84.0630963,,04/25/2026,
3393 MALONE DRIVE_CHAMBLEE_GA_30341,DEKALB,NORTH DEKALB SENIOR CENTER,"3393 Malone Drive, Chamblee, GA 30341",3393 Malone Drive,Chamblee,GA,30341,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/3393%20MALONE%20DRIVE%2C%20CHAMBLEE%20%2C%20GA%2C%2030341.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.889821,-84.3072755,,04/25/2026,
1569 WELLBORN RD_LITHONIA_GA_30058,DEKALB,REDAN-TROTTI LIBRARY,"1569 Wellborn Rd, Lithonia, GA 30058",1569 Wellborn Rd,Lithonia,GA,30058,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1569%20Wellborn%20Rd%2C%20Lithonia%2C%20GA%2030058/street_view/e4cd560d5ee9e761034fc0d0f277b30a7c97a19c69d0d5d707574207e241dcc6.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7457128,-84.142246,,04/25/2026,
5234 LAVISTA RD_TUCKER_GA_30084,DEKALB,REID H. COFER LIBRARY,"5234 Lavista Rd, Tucker, GA 30084",5234 Lavista Rd,Tucker,GA,30084,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5234%20LAVISTA%20RD%2C%20TUCKER%2C%20GA%2C%2030084.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8572466,-84.2085288,,04/25/2026,
5137 SALEM RD_LITHONIA_GA_30038,DEKALB,SALEM PANOLA LIBRARY,"5137 Salem Rd, Lithonia, GA 30038",5137 Salem Rd,Lithonia,GA,30038,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5137%20Salem%20Rd%2C%20Stonecrest%2C%20GA%2030038/street_view/7c58ba38d7d94fe262e9b8e3ebe773b2f77c4960bca2e6cfe80eb442c46043eb.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.677945,-84.1780752,,04/25/2026,
3123 KLONDIKE RD_LITHONIA_GA_30038,DEKALB,STONECREST LIBRARY,"3123 Klondike Rd, Lithonia, GA 30038",3123 Klondike Rd,Lithonia,GA,30038,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/3123%20Klondike%20Rd%2C%20Stonecrest%2C%20GA%2030038/places_api/77c8894a7baaae41ded17b7a5ff4b489ceb0e9202d26f6a7fd7113d42fe5a157.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6942969,-84.1097427,,04/25/2026,
2861 WESLEY CHAPEL ROAD_DECATUR_GA_30034,DEKALB,WESLEY CHAPEL LIBRARY,"2861 Wesley Chapel Road, Decatur, GA 30034",2861 Wesley Chapel Road,Decatur,GA,30034,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2861%20Wesley%20Chapel%20Rd%2C%20Decatur%2C%20GA%2030034/street_view/fdea71d4bec0e23adbfd342675a12ae4887724e82d75fb12630851ef8f2b1d96.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.704356,-84.2211421,,04/25/2026,
"5016 COURTHOUSE CIR, STE B_EASTMAN_GA_31023",DODGE,DODGE COUNTY ELECTIONS OFFICE,"5016 Courthouse Circle, Suite B, Eastman, GA 31023","5016 Courthouse Cir, Ste B",Eastman,GA,31023,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5016%20Courthouse%20Cir%20b%2C%20Eastman%2C%20GA%2031023/street_view/27661a64b21390be4a5bf275cc2bbd82da3a7f1b4e909a3afed4b7a3077183db.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.2009495,-83.1753123,,,
402 HAWKINSVILLE RD_VIENNA_GA_31092,DOOLY,VIENNA VOTING PRECINCT,"402 Hawkinsville Road, Vienna, GA 31092",402 Hawkinsville Rd,Vienna,GA,31092,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/402%20Hawkinsville%20Rd%2C%20Vienna%2C%20GA%2031092/street_view/deac7a65986592c3b2f7db2c4d64ce88d5a8087a60051b79c8a552c630b8e853.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.096059,-83.7799013,,,
125 PINE AVE_ALBANY_GA_31701,DOUGHERTY,CANDY ROOM,"125 Pine Ave, Albany, GA 31701",125 Pine Ave,Albany,GA,31701,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/125%20Pine%20Ave%2C%20Albany%2C%20GA%2031701/street_view/1bad9a15120f66a364196ca7c48ef9eb0617c4ba69a2ad090af7d3270d0b0c3f.jpg,05/15/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.5789115,-84.1503627,MODIFIED: hours_advanced_polling 05/15/2026,,
5000 GEORGIA HIGHWAY 92_DOUGLASVILLE_GA_30135,DOUGLAS,BOUNDARY WATERS ACTIVITY CENTER,"5000 Georgia Highway 92, Douglasville, GA 30135",5000 Georgia Highway 92,Douglasville,GA,30135,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5000%20GA-92%2C%20Douglasville%2C%20GA%2030135/street_view/0452f6a15fb37e8b8c02bd222e7ccec84d0bc0be4d7e6611b174c5767b66e0a1.jpg,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.6708417,-84.6579863,,,
2105 MACK RD_DOUGLASVILLE_GA_30135,DOUGLAS,DEER LICK PARK,"2105 Mack Rd, Douglasville, GA 30135",2105 Mack Rd,Douglasville,GA,30135,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2105%20Mack%20Rd%2C%20Douglasville%2C%20GA%2030135/static_map/dec840467b834adfe097c379902cdd9e2906c9f11701c01e10ab848db07f7e9b.jpg,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.7485751,-84.683868,,,
6100 GA HIGHWAY 5_DOUGLASVILLE_GA_30135,DOUGLAS,DOG RIVER LIBRARY,"6100 Ga. Highway 5, Douglasville, GA 30135",6100 Ga Highway 5,Douglasville,GA,30135,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/6100%20GA-5%2C%20Douglasville%2C%20GA%2030135/street_view/63b2e354a609742625f4cd24b278d17ff213f7db84620671dcce4ed8c745d181.jpg,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.6377929,-84.8276484,,,
8700 HOSPITAL DR_DOUGLASVILLE_GA_30134,DOUGLAS,DOUGLAS COUNTY COURTHOUSE,"8700 Hospital Dr, Douglasville, GA 30134",8700 Hospital Dr,Douglasville,GA,30134,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/8700%20Hospital%20Dr%2C%20Douglasville%2C%20GA%2030134/street_view/7fefb2b2bf6583bb7a19346349abaadac24e6883559f25fd4819408bec20fe9b.jpg,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.7433859,-84.730606,,,
7301 GROOVERS LAKE RD_LITHIA SPRINGS_GA_30122,DOUGLAS,LITHIA SPRINGS SENIOR CENTER,"7301 Groovers Lake Rd, Lithia Springs, GA 30122",7301 Groovers Lake Rd,Lithia Springs,GA,30122,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/7301%20GROOVER%20LAKE%20RD%2C%20LITHIA%20SPRINGS%2C%20GA%2C%2030122.png,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.7786249,-84.655603,,,
